test_idx,unique_id,influence
0,-7423844604324172915,-7.562072642031126e-05
0,4035749347681885372,-4.1383153075003065e-05
0,-6388366426809080102,-8.191738379537128e-05
0,-2955625118390066625,6.235232831386384e-06
0,842171497241667706,-6.132711223472143e-05
0,-8713342089262586517,1.9009339666808955e-05
0,5419476055327264565,7.236377769004321e-06
0,-617567088100700137,1.8563494450063445e-05
0,1049604149179389593,-4.125909526919713e-06
0,-4532031158857045298,-1.8865470337914303e-05
0,-7944687588099785689,1.0771333109005354e-05
0,-1634780844419132189,-3.873388550346135e-06
0,2757754401392448309,5.416807569602611e-06
0,-4907110412020470593,-1.536403397039976e-05
0,2139070448063745034,5.8738434745464474e-05
0,6639425708443839502,0.0001769735481502721
0,20004549485442930,1.108124592974491e-06
0,3421508795375710131,1.0647090675774962e-05
0,4949713272573294792,-4.771439165551783e-06
0,-7224129479358691294,3.0181463444023393e-06
0,-6235359829467886464,4.244304363965057e-06
0,3491240930895111479,4.270982799425838e-06
0,3898708357188619504,3.3470832931925543e-06
0,-6284148175120420997,1.1941051184294338e-05
0,-618105396300816556,1.309830531681655e-05
0,1962563920186118062,0.00022797488054493442
0,6477471195434139090,-5.811293704027776e-06
0,7408983574411019636,-1.7668910004431382e-05
0,-904958525528529755,7.5728653428086545e-06
0,7605652583742225396,8.635574749860098e-05
0,-6506169351314089766,3.4207113458251115e-05
0,-4382832831177367233,-9.50022482015811e-07
0,-6603702366922550371,-6.64251419948414e-05
0,8900705926611318928,3.5364328141440637e-06
0,-1546652192742970624,1.403115265929955e-05
0,-8917279695329598506,-3.4044136555166915e-05
0,-2275752008554167161,-7.383457159448881e-06
0,-6901525671766818275,-1.585556537975208e-05
0,9023196383576185977,-7.10720123606734e-05
0,-2933598111992402536,-6.43855642579183e-07
0,3910937753536719525,-6.346837835735641e-06
0,-3358717214376688409,-6.673815278190887e-09
0,-5808292370190435335,4.106149390281644e-06
0,9123828808881035084,7.5479725637706e-05
0,-2752788413239646887,-5.241267353994772e-05
0,5638849513821679269,-1.2809040583761089e-06
0,2532936024195340103,5.6768235481285956e-06
0,-8714739331243480895,-4.782200380759605e-05
0,2516619272774980650,-3.0439849751928705e-06
0,-1075566423366190655,-2.6886252726399107e-06
0,-7898195813401722864,1.7693200788926333e-05
0,7649339535070036432,1.007275864139956e-05
0,-6309765024881117148,-4.420945970196044e-06
0,972187800513660527,-1.20869708553073e-05
0,-2322633329452098686,-0.0002372913877479732
0,7466300085189145814,-8.998461453302298e-06
0,-3769635978471534725,1.9165122466802131e-07
0,-8636514300752402696,-8.428365254076198e-05
0,1148925487148993618,-1.0256328550894978e-06
0,2813664009139297419,-3.8660396967316046e-05
0,303378999390172211,2.8831567760789767e-05
0,4963581470676678659,5.575314503403206e-07
0,5161303938501851376,-7.83504674473079e-06
0,6013595391527396093,-1.1982700243606814e-05
0,-205025684085019891,-2.098137827033497e-06
0,-6471003727593011163,3.626537591117085e-06
0,-150338679422721509,-7.931289701446076e-06
0,2169547300616821673,-3.0061436291362043e-06
0,-6816951581849817860,-8.66518348630052e-06
0,-5102772771634461951,-1.7210801161127165e-05
0,3986883564259694269,-4.037604526274663e-07
0,-6110018599530624413,-4.014590376755223e-05
0,5202622917052270095,0.00021897412807447836
0,-1175819965662801078,-5.263095590635203e-05
0,-3698278740674307735,-7.719669156358577e-06
0,4069334257099160264,-3.4022959880530834e-06
0,2858270589151493057,-3.734417350642616e-05
0,-3800167373692338525,5.709697461497854e-07
0,2772264068387598306,-4.688968118671255e-06
0,9109162106818015483,1.8483237340660708e-07
