test_idx,unique_id,influence
0,-8102777164414622442,-7.01862336427439e-06
0,6049121582342193644,-2.7077672712039202e-05
0,-122414276608107730,-1.109326433379465e-05
0,1534693405321127048,3.259059121774044e-05
0,1095889867150488047,2.0131918404331373e-05
0,-7592346960267004547,-6.789319968447671e-07
0,-8809818359708701703,-2.125791468188254e-06
0,3213300218250088953,-1.2891784990642918e-06
0,-411763145169394642,-4.525202541572071e-07
0,584209810552291684,2.221581326011801e-06
0,-1838171281111754446,6.775861857022392e-05
0,2516793498092223623,-4.811099188373191e-06
0,8204054474123300075,-5.523656636796659e-05
0,3463410355316653476,-3.933125117328018e-05
0,-513168034068800789,1.977563078980893e-05
0,-6578515716510370752,-3.2003363230614923e-06
0,2288308096086189374,-3.700227466651995e-06
0,285499858655140632,1.5812286619620863e-05
0,-8310814409410013824,-6.869135722809006e-05
0,369272929013136468,3.6302010357758263e-06
0,-629579220159110905,2.2975918909651227e-06
0,4329618726591112353,-1.0699300823091562e-06
0,7100501933638923766,4.0722350604482926e-05
0,3775384949890639530,-8.326010174641851e-06
0,140827181093248785,1.1686424841172993e-06
0,-1297145420461834811,7.162432484619785e-05
0,8947788888153388155,1.2345175491645932e-05
0,6382670165580167747,-1.963181421160698e-05
0,4528175239456526273,-1.5687255654484034e-05
0,4328915275116422218,2.8100015470045037e-06
0,796702301387814347,-5.932248313911259e-06
0,-7084497698897380935,-4.4424597369641106e-06
0,3653752962301497395,-6.340414984151721e-07
0,5309207612911746903,5.205845582167967e-06
0,1199353321320164117,-1.9935557702410733e-06
0,3480666938778863407,-1.2836172658126088e-07
0,1646472799594633986,4.160392563790083e-08
0,7784725599538451647,-1.298332426813431e-05
0,8688716519909224569,-2.6813688691618154e-06
0,7249904259797988543,2.1885280148126185e-06
0,7228731770096002736,2.5281828129664063e-05
0,-2718112743832636500,-1.3394910638453439e-06
0,-8796733692370476001,-3.510170324716455e-05
0,3951169906933016634,-9.961385148926638e-05
0,7656106061849165219,-1.301614104692872e-07
0,8119140340481377056,-1.0283508458996948e-05
0,2075459351407013065,-0.00012021185830235481
0,2683362407912456012,-2.2126844896774855e-05
0,4698582510597062701,-1.809339096325857e-06
0,2501678857929325255,0.00010592349826765712
0,-6211676729684634647,8.388806236325763e-07
0,6754491774347631007,-3.5199133890273515e-05
0,-4595573328673995294,-3.928042417555844e-06
0,5301557606281994202,5.5492044339189306e-05
0,-1516137781539151558,-2.23419959866078e-06
0,6414554651174859536,-7.2856421411415795e-06
0,-7893862960605754940,2.1755129182565724e-05
0,8084747933787078888,-1.7816751096688677e-06
0,2847045923482803561,4.2210323954350315e-05
0,4960361568851554538,6.985910658841021e-07
0,-8878583281409016408,-2.2562608137377538e-06
0,-9171898560877115747,-8.84822293301113e-06
0,720521571617865923,1.3737454537476879e-05
0,5706856741174451134,5.565274477703497e-06
0,-3355444489122001211,-2.169297385989921e-05
0,-6564335217625926181,9.042799774761079e-06
0,2323750605627302415,1.0681436378945364e-05
0,-295751459321220029,-6.272359712511388e-06
0,-2275350260675290848,5.6267890613526106e-05
0,7566744754369133905,8.57321902003605e-06
0,-4705493876550193346,-2.3423885977535974e-06
0,-3641149887356104078,-3.195293345470418e-07
0,-6972745046932278779,3.956015279982239e-05
0,5552605026583897994,-9.922769095283002e-06
0,4966507954777270327,5.985192615298729e-06
0,-1144749859638201434,-6.910998899911647e-05
0,6513158152047473984,4.9776805099099874e-05
0,-5677303098854024672,4.468187216843944e-05
