test_idx,unique_id,influence
0,-5778374740861397272,-5.035630692873383e-06
0,9000095062736641412,-1.5285843346646288e-06
0,-6444774369322862395,-1.4752591255273728e-06
0,-2351847180300489728,1.0716485121520236e-07
0,-345501834244529389,-1.2880960866823443e-06
0,-8501098022959204011,-1.7518050299258903e-07
0,-7821187968946910449,-1.09324355435092e-06
0,-1217767129942859432,-1.7255748616662459e-06
0,-4100911636422806068,6.978157784942596e-08
0,-4855412543835586337,4.520555194176268e-06
0,-8325216612762643819,8.782713848631829e-06
0,5764894805397360617,-3.773440039367415e-05
0,-5642023662307987758,1.042111409788049e-05
0,9171254968337533166,-2.622349711600691e-06
0,-268307196808075575,-0.00011361189535818994
0,-1023024869064038170,-2.3509570382884704e-05
0,-8997803297118785669,9.793888239073567e-06
0,-4240505360269595653,2.0425773072929587e-08
0,8524016654793761829,-7.787884260324063e-05
0,5183941957440198394,-2.257543474115664e-05
0,-7620414498851177852,1.8050536709779408e-07
0,6306379659352084181,-3.9826945794629864e-06
0,4250426697110406962,2.0453082470339723e-05
0,6965723753383179991,-1.276737862099253e-07
0,-7039069420435750684,7.356715059358976e-08
0,657787096111444387,-9.940419204212958e-06
0,-2298207104741444701,0.00011598356104514096
0,-2505271085161192093,-5.492879324719979e-06
0,4450527496097891791,-6.010450306348503e-07
0,-1398806404298945449,8.673080446897075e-05
0,-6658095745657250669,-1.4735530385223683e-05
0,-1360603691691927537,-1.2782440990122268e-06
0,2130568540746664896,3.0370794945611124e-07
0,7276181653945999728,1.9170629457221366e-06
0,-8795611592652800211,1.4943532278266503e-06
0,420299699157937157,-3.746017682715319e-07
0,-5802017347760080136,0.0005217311991145834
0,5999568455176353422,-4.560808633868874e-06
0,-164673088818465890,1.3664239304489456e-05
0,4319327028812711810,1.3413318811217323e-06
0,5878667427242777556,-3.728015371962101e-07
0,3575583820772473503,-1.6787080312496983e-05
0,-877499401490066213,6.656294362983317e-05
0,1556679539715085281,4.680044366978109e-05
0,-8215767174184879128,-9.138277164311148e-06
0,8875437966836368451,-5.401425369200297e-06
0,3616400845121675170,-6.450485216191737e-06
0,-6191402915902654826,-7.88912814186915e-06
0,6480726346412961861,0.0001142189958045492
0,8853392727745202895,-8.305355159166083e-08
0,-5298535834179583278,-8.493546374666039e-06
0,5892571699212745236,-3.8065089711381006e-06
0,7093253900577887198,1.2365347430431939e-06
0,2186946518611425385,-0.00024632271015434526
0,-1051629356636188250,-6.736501745763235e-06
0,8416018357066992687,4.7493122110608965e-05
0,2809153411415388134,0.0001663138100411743
0,-257408352151451105,0.00013410630344878882
0,5434668243594225642,4.875496415479574e-07
0,-5422245098088197712,-2.1496546054322607e-06
0,8830652428300152490,2.250312718388159e-06
0,-4266152587935605104,-1.2439701322364272e-06
0,-8646746810032440471,-1.4469389242321995e-08
0,6479433893036574306,-7.474450285371859e-07
0,-8824075330095651994,6.375677230607835e-08
0,-4359694358300398629,-0.00012878169764007907
0,-1078632064350797462,2.280007174704224e-05
0,6667294623704084961,-2.9810660635121167e-05
