test_idx,unique_id,influence
0,7180801120329958136,8.901481351131224e-06
0,-2562850012229976921,1.4454906704486348e-05
0,6747306784574312117,3.1329059311246965e-06
0,3904104800142223986,-4.2030194094877515e-05
0,-5538569739159144614,2.7770965971285477e-07
0,6018364238541763946,-4.938564870826667e-06
0,1585573115615113492,-9.136890639638295e-06
0,-7942700929074573837,3.022156761289807e-06
0,-872461361439923764,-7.617867368026054e-07
0,-6492252011942253000,1.5816323184481007e-07
0,-6585061411793263214,-7.443868071277393e-06
0,-969805906509333742,-3.5941102396463975e-06
0,-4888488845422432942,1.2508317013271153e-06
0,8572656481613463618,-8.311608689837158e-05
0,1744058475472240325,-6.700140261273191e-06
0,-3483041863125117142,1.7868489521788433e-05
0,-643439287085917386,-8.973254671218456e-05
0,4858986963715709848,2.825592218869133e-05
0,-5476092985916018737,8.016713479719328e-07
0,3929793871996231216,4.453906967682997e-06
0,9046225705500968744,-0.00011157057451782748
0,-5728240150162458666,3.1992201456887415e-06
0,943311303970800795,-4.005909204352065e-07
0,3538674583402628493,-3.632252969509864e-07
0,-5593972881548479048,-5.403717295848764e-07
0,3126028273994506364,-1.052653715305496e-07
0,-2399054241661366624,0.00010128840585821308
0,3232996962107655582,-6.791037208131456e-07
0,8472387334464582627,3.018642246388481e-06
0,-971444409275929318,-8.524553862798712e-08
0,-3458928137352202401,2.3373637958457039e-07
0,-4195077662177395954,-4.237697521602968e-05
0,7536870523029277886,-1.4743538940820144e-06
0,7378128307885276594,7.811458999640308e-05
0,-728936678343933619,2.2476997685316746e-07
0,-7833266236263093520,4.352703399490565e-06
0,-5503306825129104617,-1.741332198434975e-07
0,-8664216108009189467,0.00013773267960459634
0,-3123317468719681739,8.548635014449246e-05
0,-2435293032513603475,1.3630324247060344e-06
0,4720211131298082907,-2.421842964395182e-06
0,-8672655718809078856,5.783548658655491e-06
0,7876492324707482364,-1.0881072398660763e-06
0,7946923909744012292,-1.2765091923938598e-05
0,1880898086181675632,-1.2252726264705416e-06
0,-1701646249401063472,-2.235825377283618e-05
0,-2006628362864383578,6.566113916051108e-05
0,-7755824239494662361,-2.5016088329721242e-06
