test_idx,unique_id,influence,abs_influence
3,4042309880243029070,0.0024047291371971,0.0024047291371971
3,3902777081725762980,-0.0023363180807791,0.0023363180807791
3,7529891766604335306,0.0022610664018429,0.0022610664018429
3,6126592846074548808,0.0022074223379604,0.0022074223379604
3,4089389064905540555,0.0021836238447576,0.0021836238447576
3,4037204142194316337,-0.0020921153191011,0.0020921153191011
3,-6150779003254111150,0.0019539210770744,0.0019539210770744
3,-7510477326130909120,-0.0019214981002733,0.0019214981002733
3,8922783743668460090,0.0018833997892215,0.0018833997892215
3,360052676636192564,0.0018790356261888,0.0018790356261888
3,-3324657706168920971,0.0017739161849021,0.0017739161849021
3,-8696570933624820208,0.0017638197750784,0.0017638197750784
3,-9067937191188523540,0.0017612430383451,0.0017612430383451
3,2662031559311252467,-0.0017009217917802,0.0017009217917802
3,-2385974418318435683,-0.0016999145154841,0.0016999145154841
3,-29466619091191113,-0.0016618076188024,0.0016618076188024
3,-7619316750912814106,0.0016505808453075,0.0016505808453075
3,-3369547859708794605,0.0016430575924459,0.0016430575924459
3,2841192206480316947,0.0016080033965408,0.0016080033965408
3,-1261895258189841395,-0.0016028148093027,0.0016028148093027
3,-7831670997494431696,-0.0015957245268509,0.0015957245268509
3,7279891726765729224,-0.0015699712093919,0.0015699712093919
3,2873647933409721847,-0.0015662006917409,0.0015662006917409
3,3536136077820237303,0.0015345262509072,0.0015345262509072
3,-5215934195341011775,-0.0015184623334789,0.0015184623334789
3,-4259741663652245990,0.0015056683369039,0.0015056683369039
3,4214432590649676198,0.001498184094089,0.001498184094089
3,4562509947314630012,-0.001491249713581,0.001491249713581
3,-786063269001210562,0.0014729411050211,0.0014729411050211
3,5385226888980806251,0.0014227978535927,0.0014227978535927
3,5963819158482049677,0.0014219311415217,0.0014219311415217
3,5458484868113079906,-0.0014145714521873,0.0014145714521873
3,-5153491108520805156,0.0014131154312053,0.0014131154312053
3,34313124409978803,-0.0014004378390382,0.0014004378390382
3,4557543396937679413,-0.0013820268941344,0.0013820268941344
3,3428424881931226814,0.0013796882412862,0.0013796882412862
3,-970030218523062852,0.0013776828855043,0.0013776828855043
3,-514141496053336291,0.0013769267825409,0.0013769267825409
3,-1953415160471707048,0.0013665729784406,0.0013665729784406
3,-7596196935864079273,0.0013589870650321,0.0013589870650321
3,-5802017347760080136,0.0013536967162508,0.0013536967162508
3,1013760868969570165,-0.0013510340504581,0.0013510340504581
3,-5048339663379502539,-0.0013499725610017,0.0013499725610017
3,-9065926665905608004,0.0013488199620041,0.0013488199620041
3,-3552432291098384292,-0.0013472624850692,0.0013472624850692
3,-8334964617132129842,0.0013409779112407,0.0013409779112407
3,5649766926343841192,-0.0013407087244559,0.0013407087244559
3,2976524272654801307,0.0013386922946665,0.0013386922946665
3,-660412968237987019,-0.0013315887927092,0.0013315887927092
3,6051742450647352287,0.0013232537312433,0.0013232537312433
3,-3353821932175723024,-0.0013118568522259,0.0013118568522259
3,-2909404341360637280,0.0013108203129377,0.0013108203129377
3,-1027380697700912840,0.0013104162644594,0.0013104162644594
3,574178838287893294,0.0013055450690444,0.0013055450690444
3,9052069869790692635,0.0012973436096217,0.0012973436096217
3,-7783368707265779030,0.0012962468317709,0.0012962468317709
3,2237230205610078768,0.0012958502047695,0.0012958502047695
3,6572893255458783072,0.0012941443128511,0.0012941443128511
3,4767558720735489740,0.001293840323342,0.001293840323342
3,5711628592856970720,-0.0012927954576298,0.0012927954576298
3,-756821094442858963,0.0012913282844237,0.0012913282844237
3,5234103627104380438,0.0012890569632872,0.0012890569632872
3,-4687788990855494462,0.0012797704403055,0.0012797704403055
3,-1796715644642200510,0.0012755297939293,0.0012755297939293
3,1397352754096881141,0.0012707673959084,0.0012707673959084
3,-6011779541964858250,0.0012704630426014,0.0012704630426014
3,2772800773141770018,-0.001269944186788,0.001269944186788
3,-2683396280683559988,-0.0012661252112593,0.0012661252112593
3,-8971338081859589555,0.0012625739327631,0.0012625739327631
3,7747300083428475894,-0.0012624250957742,0.0012624250957742
3,-547272452881285387,-0.0012585003860294,0.0012585003860294
3,3219625949023629503,0.0012546181096695,0.0012546181096695
3,-673487526166709476,0.0012517663417384,0.0012517663417384
3,4741030044930242910,-0.0012417596881277,0.0012417596881277
3,-1062225119304232228,-0.0012388659379212,0.0012388659379212
3,2095962762202654549,0.0012361439003143,0.0012361439003143
3,8458856908100172873,-0.0012339212116785,0.0012339212116785
3,-7662685663704365643,0.0012222668156027,0.0012222668156027
3,6486732609222230220,0.0012073393445461,0.0012073393445461
3,3000684408873814134,-0.0012014049425488,0.0012014049425488
3,-9011931425131255226,-0.0011942873898078,0.0011942873898078
3,8310070291364607840,-0.001190598544781,0.001190598544781
3,-8266046561776791904,0.0011851656863655,0.0011851656863655
3,-421434998571921510,-0.0011844141408801,0.0011844141408801
