test_idx,unique_id,influence
0,-1776257223830691734,-0.00019299534096717252
0,-2308613510661184590,-3.925884755062725e-07
0,8051669330003540499,2.0638572095776908e-07
0,2662031559311252467,-1.0069947165902704e-05
0,6305374558105916340,-1.8347043635458249e-06
0,-2388098608940803662,1.9432402041275054e-05
0,-5760198187883445217,-2.9835946406819858e-06
0,5114914793309072729,1.767714820744004e-06
0,8413080619625788536,-3.9746919355820864e-06
0,-3688082483803959632,-1.9895837795047555e-06
0,5854481300619446212,0.00011659577648970298
0,354554997805938675,-3.5773555282503366e-06
0,-2413061913358419637,-8.009514203877188e-06
0,-1342085084489919043,-9.741468602442183e-06
0,-3174185242685685365,-7.85087831900455e-06
0,5670677457186612264,6.802571590469597e-07
0,-2525940821465593431,6.351588581310352e-06
0,-6327052419398294043,4.5371866690402385e-06
0,-7168807845404602958,4.88412770209834e-05
0,3267568719008440623,-1.2948921494171373e-05
0,-4151601489570453321,5.991919169900939e-05
0,-101522445568649180,-3.057063460154552e-07
0,-4427507835467161668,-1.4353192909766221e-06
0,-3457178126377627207,-1.4764616935281083e-05
0,-635834858254782020,-2.127156221831683e-06
0,6071214074123067310,8.544760112272343e-05
0,1009850905381221478,-5.596192386292387e-05
0,-6730414287108191597,-1.1349942099059263e-05
0,2974772024540397995,-5.782177431967739e-06
0,6044257732829135937,-5.1422550313873217e-05
0,-5942349075138704414,-1.5723710021120496e-05
0,-3907163051100113987,9.284165571443737e-06
0,2661110429177087646,9.434992534806952e-06
0,2054399391614994974,-4.597024235408753e-05
0,-5011831764080388281,2.8771296456397977e-05
0,-4562497403696740651,4.436211656866362e-05
0,7453675609430980707,-3.113445927738212e-05
0,3005254694386938079,-3.7446989153977484e-07
0,4504663572838353856,-1.1887332220794633e-06
0,-4655062773684173548,-1.1723006991815055e-05
0,2294499833615305579,-7.723637622802926e-07
0,5402358265870565722,-1.087354689843778e-06
0,5981190161376104298,2.2173049387674837e-06
0,-3245567400156969579,3.6883726806991035e-05
0,-8747413062499129167,-8.301302045765624e-07
0,-8719548221757957381,2.4790231691440567e-05
0,-7338907019625610954,-1.5851910575293005e-05
0,8108620938772028584,-6.645240929969987e-06
0,5358683904104469027,6.891147131682374e-05
0,3147555504719020532,-9.893020660456386e-07
0,7904742927889915077,3.0212727324396838e-05
0,8888387221724961188,-3.978677341365255e-06
0,-8765170975943892071,4.1058588976738974e-05
0,-245120108740197439,-3.889900972353644e-05
0,4918747572379228744,-9.762542686075903e-05
0,5681515166510342814,7.024585215731349e-06
0,3305058557931899693,8.980173515737988e-05
0,4096055748187489969,-1.63550873821805e-05
0,2934155851130844708,2.65204107563477e-05
0,5263425174148511193,1.1709926639014157e-05
0,-8845443003028089418,-3.76304433302721e-05
0,-8400834206448083534,1.1862889550684486e-06
0,-2751905423407643081,-1.5286037523765117e-05
0,-5416338452188672409,1.2348101563475211e-06
0,325416492758641524,-1.539415544016265e-05
0,-2867404103637396504,7.681373972445726e-06
0,248645084802994169,2.542501806601649e-05
0,-2042488357625430359,-7.322948687260578e-05
0,5789160118386402511,-1.0155694326385856e-05
0,-406037029641104363,-8.921764901970164e-06
0,6216514547482692004,6.385587312252028e-06
0,-3626897008605963937,9.7589709184831e-06
0,1935495106334664824,3.512465445965063e-05
0,-2238991400192444744,-5.141424253451987e-06
0,-7539528288720797919,4.0841051486495417e-05
0,-4385696641159297896,7.172715754677483e-06
0,2263936893258571656,-2.9477253519871738e-05
0,-5796764325791907016,2.8242291818969534e-05
0,6832018782097248750,1.1741568926026957e-06
0,8464415400406049544,-5.5353717129946745e-06
0,6839343028875349360,3.337069529152359e-06
0,2299444952268319862,5.961279384791851e-06
0,-5283643506807279750,3.539616955094971e-08
0,5778553790661364935,-7.713609193160664e-06
0,4506248769705896869,-1.071556084752956e-06
0,8252758940621542792,-5.488111582963029e-07
0,-7683177258462876658,2.7169915483682416e-05
0,-1531312191082864449,-4.096515112905763e-05
0,-3795150974744272953,1.92001425602939e-06
0,1590985032093001924,2.8849563022959046e-06
0,-9110704913975084434,-6.204547617016942e-06
0,2774070758037482830,4.012532372144051e-06
0,1561085153074273015,5.2125499223620864e-05
0,4814774973714421674,2.865771193683031e-07
0,-1767719195783701644,-0.00010964957982650958
0,3949782405449075479,1.0923823765551788e-06
0,-7148053971523049755,-1.9764905800911947e-07
0,-6978368432099413582,-8.604644108345383e-06
0,1528512818056089448,2.477666930644773e-05
0,-4828271647729751875,-1.520109350394705e-06
0,-949580767264106050,-5.24212828167947e-06
0,3279375435517377291,-2.256423613289371e-06
