test_idx,unique_id,influence
0,-510624375896197092,-4.312597411626484e-06
0,6245676708550351384,9.552210258334526e-07
0,5326774134603704108,-2.527135222862853e-06
0,4857892247934471582,0.0001802279039111454
0,7060050367640225804,1.2452888768166304e-05
0,-699272643747844432,-1.2444792446331121e-05
0,6951794274324726192,-2.6411443627694098e-06
0,-8200203726013225083,0.00024815452411530714
0,-4935322259171709444,-1.5732524474287857e-06
0,6415398011663096259,1.8002359865931794e-05
0,-2703228068167122802,-1.165713183581829e-05
0,-8484650400462053006,4.96183417908469e-07
0,8567568090278787007,-5.188742215977982e-05
0,1304409341905649698,-5.1968417210446205e-05
0,359418618579236998,-2.422677061986178e-05
0,2538607607913259412,2.493678402970545e-05
0,8018398490400034424,-3.525435386109166e-05
0,-1092005702353534908,1.460316707380116e-05
0,2546642883038063224,-2.9729808375122957e-05
0,-862550277347325286,-1.6622580005787313e-06
0,-2407434958010145234,-1.2613084891199833e-05
0,9116882142036389122,-4.170890406385297e-07
0,5048738915675820494,-1.0115108466379752e-06
0,3797463844762816791,6.883088462927844e-05
0,-5733866187684117382,1.0902182111749426e-05
0,-2348861220089311713,2.2451272343460005e-06
0,5145919365476442609,-3.8073915220593335e-07
0,-9213187969850327320,-4.799864029791934e-06
0,-4803280355450698580,4.632074706023559e-05
0,3953893072856035916,-7.323533623093681e-06
0,-5534164889410933056,-1.7445516277803108e-05
0,-4919782289848065041,-1.649944579185103e-06
0,-55608456757653303,-3.889044478455617e-06
0,-3333853998659306900,-9.271615999750793e-05
0,-7427531534197006703,3.0219405289244605e-05
0,8394788894138752965,-2.8791637305403128e-05
0,-4049900666237325068,-2.4187676217479748e-06
0,4378311291216163848,-4.38754841525224e-06
0,7708130283963093743,-2.3560452973470092e-05
0,532922275719318989,3.893000837251748e-06
0,-2972012849927940894,5.047611239206162e-06
0,886545050665543410,-1.3160665957911988e-05
0,6366960389082520391,-3.565127215665598e-07
0,-2179457791522196094,4.2789054646164e-06
0,3909545467210089413,6.378491161740385e-05
0,-4638918840457369562,4.1471725580777274e-05
0,7918382880925979254,-9.925807091804018e-07
0,-4345670518749274567,3.3257522318308474e-06
0,-9214560879256717084,-1.9615790733951144e-06
0,833663248202136723,-5.795243396278238e-09
0,4823841223580764394,1.0365625712438487e-05
0,-2967699107453744790,-4.3847672486663214e-05
0,-3577119989110541138,1.6876813788258005e-05
0,-7629728372970234711,-4.13164298151969e-06
0,2992641669316869091,-8.590176264533511e-06
0,5424054434751599495,1.1533982160472078e-06
0,-2442852510297187118,-6.335258126455301e-05
0,-8763138378195500481,-1.6645020650685183e-06
0,-6475339663487702556,-7.129165169317275e-06
0,5782929098613125813,2.938345460279379e-05
